,cases_70days,icu_beds,commuting_in,commuting_out,density,percent_democrat,percent_in_poverty,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019
1232,274,115,23262,13052,432.17903384,0.472325362165,16.2,49345,35.3,21.5,53034,362294
1233,10,5,1576,1898,38.982170228,0.471514379323,12.2,5838,45.8,21.6,48688,27037
1234,15,4,2275,4150,46.212791143000004,0.49706925806,12.5,5866,44.2,28.1,50368,29993
1235,27,10,3032,834,4.0609072002,0.194045975632,8.4,4721,34.6,22.0,73315,42343
1236,53,36,10273,7083,227.87494876,0.236186748355,15.0,16752,43.3,21.8,45278,83518
1237,25,0,1734,6661,51.527891925,0.19522638966,16.2,6346,42.4,15.4,47101,33432
1238,40,20,12742,5207,161.67008701,0.275405482991,16.7,12691,42.3,22.5,47942,67256
1239,307,20,6969,23466,371.07751753,0.287280804302,11.5,15950,38.8,21.0,59619,119171
1240,180,6,4814,5677,57.134944108,0.415985520785,20.9,7930,42.3,10.1,39046,45650
1241,16,0,2966,2083,44.276484068,0.384779179811,11.8,3823,26.7,39.2,62109,35077
1242,95,0,1720,5148,63.26933776600001,0.17400499903900002,9.4,4770,42.7,14.2,54342,24763
1243,39,27,8384,9303,69.237526374,0.23553162853300005,15.4,15777,44.7,14.3,46706,79255
1244,235,13,4872,16058,168.34632481,0.310469691167,11.9,12880,46.0,16.8,53901,64182
1245,38,14,5483,10391,68.363626408,0.206185278477,12.0,15931,45.9,15.5,50504,73447
1246,68,0,8638,9850,73.410033896,0.176399975992,8.5,4408,35.4,21.5,89513,43837
1247,94,12,22695,24568,279.18162034,0.230090795394,7.1,23967,42.0,35.3,76523,156209
1248,533,88,35412,9881,287.05274407,0.485377104724,18.7,35455,36.0,19.6,48121,251565
1249,548,271,11241,23564,553.02896385,0.68639227701,30.0,90250,29.1,18.4,38785,868707
1250,327,62,8903,14143,146.01970466,0.218322427127,12.3,22290,39.9,20.5,51403,136212
1251,7,0,1048,3101,22.596724105,0.321483180428,21.7,2983,39.3,12.9,37428,17297
1252,37,4,2107,3206,67.309450223,0.225648414986,17.4,3527,41.2,15.7,47420,20490
1253,9,5,1828,4325,73.536559547,0.171025593125,23.4,6051,43.0,15.2,37987,31959
1254,31,0,751,2511,37.251271703,0.210105263158,21.2,2721,43.2,12.1,36317,13427
1255,15,0,1942,2610,44.432267403000004,0.16303146044800002,20.3,5638,45.3,13.9,37690,25652
1256,26,6,1169,4075,51.307400519,0.237095790116,15.0,4362,42.9,13.1,42149,22241
1257,175,76,20330,5056,175.85889251,0.408802033683,17.8,15556,38.2,25.9,46651,97984
1258,25,7,1722,5627,60.255063763,0.192162773173,14.4,6351,43.1,18.8,51249,34366
1259,61,5,3201,6132,86.72784163600002,0.314156706507,15.8,6436,32.3,24.5,56555,54666
1260,74,0,2964,10908,90.566155149,0.26621522937,8.6,3653,34.6,32.6,79658,39627
1261,74,5,1400,1305,66.76745971,0.35421239236900004,26.2,2781,39.7,12.0,35020,16700
1262,34,0,261,840,8.8841493582,0.451388888889,22.9,738,47.0,12.3,38288,3038
1263,43,5,1710,2627,67.650898703,0.163209792588,16.8,6957,51.4,21.3,43439,26188
1264,232,16,2523,1833,82.04501741,0.378,27.4,4014,38.8,13.7,36096,22372
1265,465,10,2703,4126,83.358192876,0.254561506769,23.9,6704,36.4,12.5,38633,45600
1266,28,20,2841,4774,78.929151368,0.3095943721,13.8,11385,33.3,27.2,51300,87808
1267,98,8,8136,13050,122.10203892,0.350399720414,5.9,6697,37.6,23.6,79348,51054
1268,63,6,3423,2450,9.3661953988,0.126681340181,13.0,3223,32.2,18.6,51804,24030
1269,138,6,2862,3293,144.71096476,0.188012295082,16.3,4892,41.5,22.1,45850,25925
1270,36,0,820,3416,38.595984708,0.25664893617,15.4,2324,42.4,10.8,51241,14219
1271,28,0,794,1687,26.571642734,0.243235856791,24.3,1728,39.9,14.3,38156,9416
1272,68,0,2549,2131,47.26782481,0.361680443891,19.3,4714,49.4,25.8,54016,18324
1273,101,0,1496,2083,32.314015098,0.630977373455,30.5,2154,40.2,8.6,32868,12947
1274,85,0,2642,4500,42.230671795999996,0.413898268163,24.4,4082,41.6,11.5,38886,21167
1275,44,0,855,1085,34.058009568,0.331562762091,25.4,1866,44.0,14.4,36869,8090
1276,42,6,1538,1581,44.680007988999996,0.30683713174000005,23.9,2139,43.0,12.4,40582,11137
1277,408,0,3343,2455,42.687998082,0.444444444444,29.3,3517,38.9,11.1,36788,21863
1278,51,0,1398,2308,26.637704838,0.292050944225,18.0,3052,41.2,15.4,41214,16419
1279,24,8,6309,13059,106.53503309,0.202031144211,16.0,10068,38.7,15.3,47363,63257
1280,14,0,2872,3510,37.745621651,0.338777593467,17.9,3931,41.7,16.0,44565,20846
1281,25,6,1593,1553,30.623376346,0.355324205047,22.4,4035,36.0,20.6,40909,23457
1282,32,6,2837,5929,54.886284961,0.265509944985,18.7,6148,41.3,14.7,47205,33771
1283,44,13,4869,8322,76.084445421,0.18786200867,16.6,12425,36.6,21.4,44811,78753
1284,171,16,3669,1493,37.220922658,0.346860080793,18.2,6727,40.1,20.8,45335,38682
1285,9,0,444,829,20.620908232999998,0.215125746336,20.3,3283,49.8,12.8,34009,12506
1286,5,0,1236,1914,17.84474605,0.172901921132,17.8,2177,42.8,14.7,41534,10718
1287,84,0,1493,2351,27.919679211,0.224373778646,17.7,3206,41.1,15.0,40308,16406
1288,216,6,4393,15292,93.985346015,0.239568549532,13.8,8050,37.8,27.7,59338,55869
1289,251,34,15893,16710,206.48553652,0.224360384869,13.2,19865,40.4,21.7,52797,119679
1290,1,0,467,732,10.770528812,0.438039215686,23.7,1483,45.6,12.0,34306,6320
1291,3,0,492,490,4.334919592,0.432396606575,21.7,2033,55.1,21.4,38242,6897
1292,26,4,2734,2754,31.20445954,0.241087751371,16.5,9807,44.9,18.2,47885,47839
1293,69,6,1422,2593,27.284220284,0.242962607286,14.6,7499,47.6,21.2,46786,31162
1294,35,2,1270,571,4.7373118689,0.523088863019,9.3,2030,38.3,30.6,66499,14444
1295,285,24,11204,25004,143.42146144,0.513980669285,21.2,29320,30.9,14.0,56169,277680
1296,15,0,1990,6757,45.004949116000006,0.346467269634,12.1,12214,52.1,18.7,62984,45905
1297,25,7,4818,3205,35.71682519,0.160223651777,17.5,5733,30.1,16.8,47664,47429
1298,51,4,2527,7122,54.406293706999996,0.461422889969,13.7,8299,46.2,29.6,49482,39715
1299,43,0,808,1671,19.63194311,0.298009950249,20.4,1740,44.0,17.7,38479,8210
1300,11,0,1653,2030,45.282773084,0.395221463724,13.1,5969,49.2,20.0,47401,24558
1301,189,10,8162,20314,135.40872699,0.282187652351,10.1,15019,43.9,17.8,65209,87607
1302,19,0,1448,3373,32.225470771,0.255493273543,14.1,3394,44.5,11.9,46068,18038
1303,77,8,9218,6136,122.00482816,0.449968434343,23.4,8289,27.7,29.2,47056,69872
1304,169,4,3534,6457,76.243131424,0.241398390342,13.5,8509,42.2,17.0,50388,45605
1305,35,4,2322,3590,46.221558378999994,0.246874634887,13.7,3493,41.0,10.8,47554,20669
1306,40,1,1112,5328,74.382759895,0.269781053544,11.0,3983,41.6,10.8,49972,22995
1307,543,32,19706,33970,407.5470632,0.438359567014,8.9,25992,39.5,28.2,69298,170389
1308,13,0,786,1980,68.195205289,0.235173123072,9.7,1211,47.5,13.7,58022,5875
1309,240,5,3679,4529,75.969901722,0.222634262632,10.8,6680,40.5,18.1,53700,38338
1310,160,6,2844,7676,101.00659482,0.220696162718,12.5,8779,42.8,15.5,53187,45370
1311,46,0,1711,5442,32.145354397,0.381206051566,7.6,3470,42.0,23.0,67597,18627
1312,33,0,1540,4218,37.078870166,0.391240011838,10.6,3664,38.7,20.6,59724,21175
1313,167,24,6510,18917,163.71008447,0.306866155561,7.1,10313,40.9,29.6,75534,62998
1314,386,7,6875,5143,86.731831454,0.219199178645,12.0,6878,38.7,15.5,55518,44231
1315,15,5,9668,5021,69.055160301,0.240434332989,10.6,5661,40.3,17.4,56960,33659
1316,261,4,2368,7378,50.909554584,0.378568385173,10.2,6918,42.3,17.9,60378,37185
1317,237,0,5905,3636,71.286353726,0.191167192429,11.7,4259,38.9,19.6,57441,26559
1318,169,8,5382,13777,162.11122311,0.204224173986,9.4,8186,42.7,21.6,66502,49458
1319,33,0,646,4242,48.373734188,0.318411734952,10.1,3484,49.2,27.4,60944,15092
1320,485,6,1428,3618,65.52151339699999,0.250804844397,17.4,5658,42.4,11.1,43722,30622
1321,10,0,280,1190,31.873634579,0.25188916876600004,26.4,1269,46.2,11.3,34002,6489
1322,95,58,15248,3815,263.01498592,0.291970336274,14.7,12395,42.1,24.6,48950,65418
1323,3,0,1313,1047,48.754813588999994,0.0918754745634,39.1,1778,39.3,8.5,28925,11195
1324,52,0,3645,2711,79.297915882,0.284954811271,12.5,2917,39.5,14.2,51769,18572
1325,13,0,1031,2005,19.314884582999998,0.173499702911,13.3,1440,41.3,19.3,50949,7600
1326,130,0,3265,15933,90.316926025,0.3853098528760001,7.1,7503,38.3,31.7,78192,51466
1327,6,0,146,671,6.3035002498,0.19014084507,16.1,739,48.3,13.5,43894,3138
1328,27,0,4724,5421,29.001823024,0.211506902211,8.0,3239,35.1,34.5,69975,24383
1329,61,4,3653,1271,23.588801261999997,0.144036318613,8.2,3955,33.9,22.9,71888,31489
1330,1,0,330,240,5.062455206,0.203649205415,8.7,735,45.6,24.1,58096,3210
1331,30,0,4002,14518,131.15757201,0.263940806968,18.8,11025,41.6,14.3,43031,59463
1332,40,6,4448,4372,70.19621917,0.247018581862,15.1,4858,40.7,16.1,47733,28525
1333,117,10,3603,2797,67.042594974,0.6817821782179999,23.2,4532,42.1,14.6,38216,23677
1334,215,14,9740,5558,140.19255974,0.460862745098,22.1,10956,42.2,14.5,40433,55949
1335,794,9,6433,9847,72.09617333899999,0.397844764817,20.4,10229,40.6,11.1,42725,58741
1336,89,57,8615,12963,210.99489475,0.337494619027,19.1,17418,41.9,17.4,42728,97947
1337,64,9,3311,4645,104.00162297,0.237510865675,15.4,8795,43.6,16.9,43972,45756
1338,147,0,2693,3918,36.302998216,0.6262678004300001,21.4,4901,49.0,12.8,37233,19483
1339,210,5,4060,6287,89.031394041,0.15646258503399998,7.6,6923,39.9,16.7,62782,41172
1340,12,0,1334,1156,50.929541696,0.511753692532,13.6,12952,51.3,24.1,49265,49962
1341,164,32,10340,7613,92.205620026,0.257008788325,13.0,21245,41.4,22.8,53820,113299
1342,79,18,7658,13946,239.37776967,0.343558130933,15.8,18408,45.1,21.4,48418,85512
1343,27,0,7381,5340,62.911894676,0.277967235038,15.9,6672,42.0,18.2,50956,36233
1344,41,13,5412,2010,58.514844004,0.215939135596,17.7,7814,38.2,20.6,48660,48111
1345,26,8,3220,4307,53.077612087,0.20275862069000009,16.6,7999,37.5,22.8,43445,47995
1346,87,0,1200,3125,38.675265348,0.212430426716,24.6,3378,37.6,11.6,35156,22194
1347,272,14,13012,15728,208.55959709,0.302162718847,9.4,19566,38.5,21.9,59142,115710
1348,20,9,5025,10419,100.13676504,0.30820663515200003,12.1,9434,39.4,15.2,52165,55178
1349,2050,8,7225,15054,116.62750047,0.265600067187,12.1,8681,39.4,18.6,58742,58457
1350,94,0,8078,17207,75.29799072,0.202667963593,14.0,12111,40.2,16.3,54478,71522
1351,100,6,2652,6384,58.275503266,0.210841836735,20.7,10180,46.7,17.6,40287,43009
1352,38,9,3131,3372,49.578461495,0.172425360617,15.0,8254,40.5,17.4,46512,43143
1353,59,14,6311,9250,92.14620112700001,0.2362591966010001,17.6,11396,37.5,18.3,48499,72592
1354,95,0,3254,12255,20.90398952,0.2952697708800001,15.1,8817,42.1,17.6,48826,46963
1355,132,12,5371,12395,174.14608166,0.235068677092,15.9,15466,44.1,15.3,43328,82178
1356,463,0,4318,5032,69.11262295899999,0.29754662744800003,9.8,6876,39.0,18.6,51682,36565
1357,1,6,835,307,5.6857649915999975,0.370253663148,13.5,2349,34.5,24.5,50136,16484
1358,61,0,3327,10501,28.737262348,0.258648261931,10.5,10937,44.1,14.0,59732,57510
1359,9,0,1643,3350,31.357063255,0.24222668004,14.0,3000,39.0,21.4,52513,17709
1360,1,0,442,933,11.839555224000001,0.186346863469,14.3,1238,41.5,17.0,44564,5930
1361,10,8,2716,2488,51.268681755,0.221456979338,17.6,3973,39.1,15.3,44975,24748
1362,3,0,1399,2977,21.943997436999997,0.216103304216,9.1,2087,45.0,13.6,57549,10309
1363,70,0,25560,29189,248.74104911,0.405544478034,5.8,13705,38.3,41.8,82567,104418
1364,9,0,675,2418,21.588757537,0.206120943953,14.3,2325,44.0,13.7,48951,11551
1365,20,0,2243,4708,42.33149127,0.161423539415,17.9,3399,38.3,11.8,40204,22837
1366,18,0,10399,11772,93.21422398799999,0.18818380744,16.0,10183,39.7,19.7,49220,58236
1367,22,13,4026,3674,30.703152586999998,0.4302218114600001,16.7,8081,40.6,19.4,48722,50022
1368,390,16,6821,11392,178.74051206,0.290398002019,14.0,17196,43.6,16.6,44946,90485
1369,122,0,2119,3167,27.0990253,0.6222814498929999,23.5,4125,45.2,13.4,35433,18947
1370,20,12,4566,977,13.997886242,0.256517953183,15.7,8129,35.3,15.9,58320,58460
1371,83,26,6276,6555,119.69102866,0.34995241084600004,18.3,24668,42.5,21.7,45689,126903
1372,44,8,2876,6225,6.6408197872,0.645628766845,22.0,7083,40.6,18.5,41511,38921
1374,344,0,14868,24357,216.16593192,0.297012433658,7.0,13804,40.6,28.1,77684,89313
1375,444,0,3539,8582,85.846098474,0.259109909024,10.4,9018,44.4,20.1,55283,43616
1376,104,0,21017,29484,375.92578025,0.334742467447,6.7,19088,43.6,34.8,68734,94186
1377,101,0,3307,9428,108.61835795,0.347088651862,9.4,6992,42.1,24.3,63681,37051
1378,28,0,3179,2063,48.449422448,0.421170165252,22.4,2870,41.7,12.7,46368,15232
1379,17,0,1549,3532,31.715668351999998,0.4458591002790001,12.3,3727,50.1,32.1,56690,14930
1380,5,0,619,2391,102.82827026,0.295351473923,9.3,2621,52.9,28.0,61764,8834
1382,40,0,1354,3680,41.358210649,0.31756561869100003,10.1,2769,44.8,24.2,60450,13261
1383,38,4,2549,12402,63.540878886,0.248766554142,10.9,7229,40.2,20.5,71207,51070
1384,57,4,2852,4832,38.259883776,0.28816209968,16.8,6767,37.2,17.1,48040,41556
1385,945,6,6825,5457,93.04893805399999,0.309150027943,26.1,8717,35.4,20.6,43681,72971
1386,65,29,3661,3938,78.317929694,0.23926621877,15.5,17461,33.9,24.2,51393,119200
1387,13,0,908,1053,13.879898312,0.24049914917800005,22.4,1921,34.7,12.0,41268,12337
1388,33,0,6660,13762,96.230941374,0.363733556454,17.3,9623,35.3,14.9,53559,66730
1389,8,0,1889,3180,19.967069855,0.314265335235,15.8,3200,40.9,16.1,44917,17074
1390,29,0,2838,3479,55.270513776,0.622025599175,11.0,4077,40.9,37.3,60230,25362
1391,16,0,5989,4519,51.34067194,0.360386621663,13.2,7337,39.5,19.9,58391,46253
1392,23,0,2832,4165,34.790346725999996,0.34935241990500004,13.4,5239,45.2,13.6,52891,26687
1393,16,0,4225,5164,31.045033631,0.550111358575,8.2,4088,42.5,24.3,68017,23678
1394,95,0,4188,8096,44.85129779,0.41773730822,14.0,8591,35.7,23.0,57328,51439
1395,25,4,741,1284,9.0961689364,0.419488428745,20.4,4135,27.3,49.9,47561,38880
1396,49,0,1633,1363,8.0215523802,0.365372257413,17.0,8626,42.9,19.0,48345,42243
1397,1,0,331,532,3.4617223747000003,0.306460674157,17.8,1833,49.6,18.2,40468,7627
1398,16,43,7542,4744,121.18616658,0.217051618846,20.7,14907,42.4,18.3,41298,73361
1399,41,37,15394,4886,391.2966157,0.305965542399,12.5,8826,43.5,30.8,48689,41411
1400,50,14,5065,9597,181.60788067,0.302313400262,16.6,10654,41.2,23.4,46244,56072
1401,17,12,3556,2296,70.562171378,0.16906211936700002,24.6,6246,43.3,10.0,34894,32019
1402,98,0,7413,14596,249.84889377,0.17996914454799998,13.4,12906,37.8,15.3,56556,83396
1403,237,0,8114,19087,105.88729235,0.32008243827,4.4,6393,34.6,39.4,84889,61128
1404,18,3,2798,8104,8.1626446059,0.191291627227,8.4,3870,36.2,27.2,59524,28332
1405,233,4,3205,5181,32.508156833,0.661107050302,26.0,6103,42.1,12.7,32814,30368
1406,36,6,2266,4120,53.126302935,0.391081327046,20.4,5353,43.8,12.1,40686,27316
1407,283,8,4308,6887,104.95964575,0.221176470588,14.4,7021,37.5,16.3,49860,49713
1408,68,10,1745,5646,62.660178447,0.5994232257159999,25.5,5787,40.4,14.4,34365,30657
1409,499,17,20534,28306,381.3700942,0.52230361596,8.0,24442,44.5,45.0,86715,125577
1410,11052,237,88831,86215,1560.3245879,0.585551944024,16.1,93384,37.3,28.1,56141,638931
1411,244,10,10971,10034,801.28864723,0.570408188929,8.1,17350,45.0,47.9,77760,82082
1412,1052,15,35366,45681,974.64998975,0.471596541642,7.8,29628,43.8,32.1,69089,164292
1413,224,0,6228,15099,2008.8848537,0.588554534041,7.7,9406,44.2,47.1,80231,48479
1414,3,6,2491,3562,44.326762048999996,0.27394462097100003,11.2,8707,47.0,19.3,50554,39191
1415,138,0,3056,14414,64.678613345,0.122057273366,12.4,9195,39.0,15.3,60909,57602
1416,57,5,2477,2436,33.250384565,0.237446034992,18.4,4492,33.1,16.5,42782,33406
1417,132,9,15517,41323,234.58186897,0.319958056624,8.5,20739,36.7,27.5,73864,166847
1418,121,0,2527,4841,36.674567913000004,0.23026868178000004,17.5,4554,40.3,14.6,49498,28880
1419,7,0,1150,1631,14.305452668,0.129529182035,15.4,1765,27.9,12.4,56321,21492
1420,17,5,2321,3184,39.419199755,0.15633598841399998,18.1,5718,30.0,29.7,47087,42698
1421,6,0,1018,1112,19.816341085,0.111896178803,18.7,4107,42.4,13.3,44773,18360
1422,34,0,2302,3240,26.681861991999998,0.192855199927,13.3,6023,47.0,18.1,55776,25346
1423,26,10,2247,4082,48.322452085,0.18610863757800009,14.6,6478,39.5,18.3,52079,37084
1424,28,0,1646,3547,24.409933651,0.237248751017,15.6,4862,41.3,13.8,46720,24823
1425,116,10,667,3628,45.895486045,0.765160435679,25.9,6596,29.6,12.5,35594,58722
1426,24,6,2378,2186,25.884934893,0.228556485356,22.2,4283,40.0,14.0,43226,23437
1427,92,0,5736,14822,76.159621626,0.200827985924,15.1,10537,35.7,9.5,52577,88219
1428,138,20,3394,2696,54.95945535600001,0.193073312834,14.4,9227,40.8,17.6,45767,49859
1429,29,0,5934,8230,71.598945495,0.182233146067,7.5,7894,42.1,40.9,90937,47431
1430,223,8,9694,29193,174.40218792,0.250494155543,11.5,14036,35.6,20.7,67434,136154
1431,82,23,9535,13057,117.31580879,0.202052268719,13.6,14522,37.8,19.3,53360,98594
1432,3,0,1482,2467,23.333797622,0.175869711863,12.3,7418,57.6,25.7,54019,21795
1433,33,6,3044,11341,116.59066506,0.169227795496,18.4,11261,44.6,14.0,42188,56786
1434,3,0,282,1789,43.48936748,0.19343620952,17.5,2468,43.9,11.5,40541,12268
1435,231,4,6372,16194,72.183136949,0.278976112981,15.0,7013,31.5,15.7,48099,75951
1436,36,12,3016,5834,48.432225566999996,0.198729391998,11.0,9939,44.2,25.1,56696,48155
1437,25,0,3314,6290,46.453807288,0.189228886169,10.2,5394,40.7,23.5,59942,30032
1438,36,6,5966,9447,41.944468269,0.34068357221600004,15.7,6921,35.4,13.3,50594,51153
1439,33,4,1950,3972,72.595115378,0.188420621931,17.3,5263,43.1,13.5,42603,27345
1440,10,0,1234,1901,16.821952593,0.219439054507,10.1,2697,49.9,27.1,64832,11931
1441,51,6,1234,3176,41.545982312,0.262473195139,26.5,3540,41.6,13.7,35636,20605
1442,186,10,2108,2773,44.215082308,0.400859542879,23.2,4221,38.1,14.6,38441,26404
1443,268,0,4558,9443,88.435431486,0.6791068436069999,23.6,7614,40.7,16.7,42259,45660
1444,184,0,11958,16342,214.84764978,0.165169826662,8.7,9475,38.5,21.0,68984,72977
1445,23,0,1842,4712,58.863243267,0.156408907592,12.8,3997,39.9,14.2,51835,23951
1446,82,9,6578,3285,47.632942636,0.280779296307,13.3,7788,40.9,21.9,54476,40408
1447,7,0,2099,6330,27.31238431400001,0.08508412518519999,9.1,3030,31.2,22.6,61927,29871
1448,3,0,565,943,1.9660280113,0.145445701082,16.2,4269,50.0,20.2,40569,16667
1449,3,0,984,2738,7.0275126439,0.113930696535,15.3,2145,36.8,20.9,51155,13099
1450,5,0,1441,3022,29.569778959,0.30221921057100004,9.5,2679,46.3,16.8,57422,11438
1451,27,0,2670,3772,46.718229093999994,0.240573618494,9.2,3411,37.9,19.0,56976,19465
1452,16,0,466,5382,48.849483611000004,0.330007301046,16.8,1601,32.7,15.5,46428,19559
1453,37,0,1533,8815,72.94227444399999,0.316192909614,14.5,4748,40.1,20.1,55737,28735
1454,33,0,737,1190,20.824246162999998,0.412527964206,20.3,2252,46.1,12.6,39361,9777
1455,101,0,2781,4769,127.92876454,0.142044006457,14.1,6215,46.1,21.4,51579,30798
1456,228,22,5900,2326,39.738681805,0.282798353909,23.6,5895,38.4,13.9,38357,35734
1457,324,35,5231,3455,81.61793304,0.381099839829,20.2,7677,40.3,23.1,41642,44451
1458,22,0,626,1372,21.290923575999997,0.380658436214,22.9,1533,44.4,11.2,36310,8020
1459,19,5,1424,2275,21.993583556999997,0.360805860806,19.5,3091,37.0,20.6,42494,18219
1460,248,56,6578,10750,191.12364467,0.238073331186,17.5,18877,41.3,17.7,44903,102268
1461,260,18,2069,2634,38.004042960999996,0.684783769354,31.4,6705,39.5,15.1,34035,37196
1462,178,22,9170,7583,93.1952259,0.2962722326,13.8,10502,42.7,18.7,49055,55241
1463,27,4,947,1897,21.913665329,0.187766281193,17.6,2652,43.7,10.2,39201,13235
1464,100,6,2216,8950,64.123408689,0.159353601753,17.3,6927,38.6,14.2,47547,44428
1465,37,0,1247,5088,47.325768735,0.1451013996,16.3,5621,45.9,12.9,42132,26196
1466,402,7,1316,2160,25.03480281400001,0.427864133564,24.5,3806,40.7,16.1,37365,19448
1467,61,6,2036,14460,89.67624657200001,0.08469902300660001,13.2,10233,40.8,12.6,50412,57826
1468,14,0,853,3934,26.620035223000002,0.10471524801,16.0,2803,42.5,13.7,46495,14910
1469,48,6,2313,7913,47.668661758,0.246939752445,19.3,5787,42.2,11.7,43909,32924
1470,144,0,945,941,11.675388474000002,0.7102543068089999,33.4,1985,40.8,12.5,25385,10373
1471,167,8,7108,17155,90.398784224,0.500470317726,21.7,7776,35.9,16.5,39104,57961
1472,198,9,4118,2048,49.271815026999995,0.386871401152,23.6,4886,30.8,23.6,37259,33114
1473,111,4,700,3248,22.613154415,0.418369496524,23.1,3729,42.4,13.5,37586,19930
1474,687,20,9995,9743,171.02562219,0.140511940512,18.3,15941,38.7,19.2,46233,96774
1475,36,9,4519,4037,59.157679676,0.321284315739,15.2,6652,41.5,19.9,48976,33658
1476,18,4,1047,1216,14.483982029000002,0.341206828106,20.8,3616,40.2,17.7,40064,18278
1477,20,4,1112,741,1.7690113294,0.394572286143,12.3,4148,45.7,26.1,53793,18039
1478,43,0,8809,15286,160.9395951,0.388806730422,13.5,14228,35.7,17.7,57879,96971
1479,55,30,1709,1197,36.869719957,0.487643250144,14.1,11904,39.0,31.5,54093,66699
1480,151,0,5423,16257,131.33472315,0.36496350365,10.4,17507,41.7,20.9,55762,98451
1481,26,0,539,430,167.93707063,0.729228616407,7.7,3846,46.1,44.2,70224,17332
1482,94,4,2142,1335,45.759969596000005,0.32541763428000003,15.1,7242,52.6,16.3,41256,25127
1483,163,5,1025,1456,14.634460857,0.25800879397,22.8,2542,40.8,14.4,40133,13904
1484,313,0,1209,3952,25.210420188,0.247016706444,18.0,4364,41.7,14.6,43584,22108
1485,170,6,3118,2739,70.106751946,0.455814968361,12.9,5044,47.5,34.2,55514,19422
1486,52,11,2401,4677,60.54674163600001,0.209401276466,19.8,4427,39.0,12.2,41281,25126
1487,64,0,741,2128,24.482865996999998,0.297207761477,21.3,2623,40.8,11.3,39176,14361
1488,66,4,8020,8407,61.239035106,0.369880178557,7.1,8574,42.5,25.0,67039,46340
1489,140,0,7437,14885,124.50408739,0.399181043567,15.3,12833,41.6,20.9,57363,75677
1490,79,8,5478,5778,80.630163761,0.439656506266,13.0,8139,34.8,29.8,56076,50484
1491,41,0,2613,5964,42.770877467,0.253234942577,15.9,8463,45.1,14.2,46184,41170
1492,42,0,1358,7769,35.811923904000004,0.34127100073,7.9,4534,42.6,22.6,62799,25645
1493,61,0,1672,4130,40.627391464,0.211394510674,10.7,2927,41.6,13.0,53271,16581
1494,38,8,8798,7311,119.82111161,0.234360133206,10.1,6612,39.1,17.7,58987,43475
1495,67,4,4046,6355,59.966439611000006,0.249718700773,9.4,5642,39.9,14.9,66720,33562
1496,8,0,856,1901,44.377379778999995,0.17914371557300002,28.1,4036,42.6,12.8,33701,20333
1497,121,12,1210,4025,31.290791313000003,0.434947688154,27.4,4591,39.6,13.0,34023,24874
1498,76,5,2220,5592,48.157393219,0.215731596274,17.7,4947,37.7,15.9,44492,31368
1499,106,0,619,2643,27.660580745999997,0.286575562701,21.6,3079,40.3,13.5,40828,15744
1500,2,5,1525,2008,28.009665904000002,0.238010079662,14.8,3058,40.1,20.6,46176,16007
1501,13,0,556,1929,40.372181305,0.115038115038,33.7,2648,40.0,6.9,30029,17231
1502,6,12,3292,2882,65.818822002,0.351569008609,17.7,5848,32.5,29.5,43852,38818
1503,300,52,19452,6494,325.12414668,0.451743428199,13.9,30425,38.9,30.8,53612,176875
1504,21,14,7652,5174,140.12591263,0.138648180243,20.6,9464,39.6,13.4,41425,60813
1505,124,6,1286,3233,52.861607943,0.185441120788,21.4,4396,40.5,10.4,40780,26427
1506,18,0,5678,4750,129.71315915,0.556601410114,30.7,7964,28.9,29.7,40416,65327
1507,50,48,7738,8337,129.73521066,0.30168153077300003,16.6,14685,40.2,15.5,49586,86215
1508,67,20,6129,10135,160.06153277,0.302526638168,19.0,13770,44.8,15.3,42821,65325
1509,1,0,195,103,2.5621736828,0.163738580464,13.6,832,53.5,16.8,47288,2497
1510,2,0,229,1330,3.0657294702,0.176404912542,11.9,1179,42.8,19.8,54795,5745
1511,50,50,12836,7539,231.70158614,0.251648119318,14.4,24518,43.4,20.8,49244,121829
1512,23,17,1759,1815,11.20557837,0.411874500044,13.4,5161,40.9,20.5,52269,26682
1513,6,4,720,744,24.525359166999998,0.429907246814,13.2,6372,48.0,21.0,52486,27036
1514,91,12,8683,8883,101.6217853,0.303965224767,15.5,15612,39.8,22.6,47999,84073
1515,29,16,5780,8781,83.600582285,0.287236734809,13.4,16718,42.9,20.8,50805,84629
1516,15,0,2376,1949,18.577400412,0.216164762894,19.5,2818,42.3,14.8,43074,14142
1517,279,58,5837,2914,112.91607784,0.35192591681,16.7,14592,33.0,22.5,51382,120749
1518,40,5,2730,4916,53.509739625,0.238938053097,8.0,4059,42.1,15.7,55995,21772
1519,22,0,2138,7819,36.621214705999996,0.173059067209,14.7,6144,41.2,15.1,48039,34877
1520,15,0,1768,6505,61.72325706,0.212024658863,18.8,7450,41.0,13.3,38998,41569
1521,35,9,3552,3545,66.11277109,0.24181171626400005,20.6,5677,38.1,14.1,38194,31127
1522,26,0,2442,5357,55.151326485,0.314492961793,21.5,6907,39.1,14.1,42354,38465
1523,29,0,556,320,2.4730862096,0.19772051536200005,15.1,809,41.2,14.5,46326,4736
1524,1507,16,7380,2733,112.28771136,0.287937743191,13.0,8815,36.0,20.9,53792,61353
1525,1,0,112,112,0.7784709890000001,0.196907216495,15.9,448,45.9,26.1,44572,1862
1526,11,0,1262,1441,12.58128098,0.169648365207,9.2,1250,40.1,22.7,64456,6495
